id,,
0,10,21
1,21,32
2,32,43
3,43,54
4,54,65
5,65,76
6,76,87
7,87,98
8,98,109
9,109,120
10,120,131
11,131,142
12,142,153
13,153,164
14,164,175
15,175,186
16,186,197
17,197,208
18,208,219
19,219,230
20,230,241
21,241,252
22,252,263
23,263,274
24,274,285
25,285,296
26,296,307
27,307,318
28,318,329
29,329,340
30,340,351
31,351,362
32,362,373
33,373,384
34,384,395
35,395,406
36,406,417
37,417,428
38,428,439
39,439,450
40,450,461
41,461,472
42,472,483
43,483,494
44,494,505
45,505,516
46,516,527
47,527,538
48,538,549
49,549,560
50,560,571
51,571,582
52,582,593
53,593,604
54,604,615
55,615,626
56,626,637
57,637,648
58,648,659
59,659,670
60,670,681
61,681,692
62,692,703
63,703,714
64,714,725
65,725,736
66,736,747
67,747,758
68,758,769
69,769,780
70,780,791
71,791,802
72,802,813
73,813,824
74,824,835
75,835,846
76,846,857
77,857,868
78,868,879
79,879,890
80,890,901
81,901,912
82,912,923
83,923,934
84,934,945
85,945,956
86,956,967
87,967,978
88,978,989
89,989,1000
90,1000,1011
91,1011,1022
92,1022,1033
93,1033,1044
94,1044,1055
95,1055,1066
96,1066,1077
97,1077,1088
98,1088,1099
99,1099,1110
