ID,,,,,,,,
0,0,101,102,1,10201,10202,10203,10204
1,1,102,103,2,10203,10205,10206,10207
2,2,103,104,3,10206,10208,10209,10210
3,3,104,105,4,10209,10211,10212,10213
4,4,105,106,5,10212,10214,10215,10216
5,5,106,107,6,10215,10217,10218,10219
6,6,107,108,7,10218,10220,10221,10222
7,7,108,109,8,10221,10223,10224,10225
8,8,109,110,9,10224,10226,10227,10228
9,9,110,111,10,10227,10229,10230,10231
10,10,111,112,11,10230,10232,10233,10234
11,11,112,113,12,10233,10235,10236,10237
12,12,113,114,13,10236,10238,10239,10240
13,13,114,115,14,10239,10241,10242,10243
14,14,115,116,15,10242,10244,10245,10246
15,15,116,117,16,10245,10247,10248,10249
16,16,117,118,17,10248,10250,10251,10252
17,17,118,119,18,10251,10253,10254,10255
18,18,119,120,19,10254,10256,10257,10258
19,19,120,121,20,10257,10259,10260,10261
20,20,121,122,21,10260,10262,10263,10264
21,21,122,123,22,10263,10265,10266,10267
22,22,123,124,23,10266,10268,10269,10270
23,23,124,125,24,10269,10271,10272,10273
24,24,125,126,25,10272,10274,10275,10276
25,25,126,127,26,10275,10277,10278,10279
26,26,127,128,27,10278,10280,10281,10282
27,27,128,129,28,10281,10283,10284,10285
28,28,129,130,29,10284,10286,10287,10288
29,29,130,131,30,10287,10289,10290,10291
30,30,131,132,31,10290,10292,10293,10294
31,31,132,133,32,10293,10295,10296,10297
32,32,133,134,33,10296,10298,10299,10300
33,33,134,135,34,10299,10301,10302,10303
34,34,135,136,35,10302,10304,10305,10306
35,35,136,137,36,10305,10307,10308,10309
36,36,137,138,37,10308,10310,10311,10312
37,37,138,139,38,10311,10313,10314,10315
38,38,139,140,39,10314,10316,10317,10318
39,39,140,141,40,10317,10319,10320,10321
40,40,141,142,41,10320,10322,10323,10324
41,41,142,143,42,10323,10325,10326,10327
42,42,143,144,43,10326,10328,10329,10330
43,43,144,145,44,10329,10331,10332,10333
44,44,145,146,45,10332,10334,10335,10336
45,45,146,147,46,10335,10337,10338,10339
46,46,147,148,47,10338,10340,10341,10342
47,47,148,149,48,10341,10343,10344,10345
48,48,149,150,49,10344,10346,10347,10348
49,49,150,151,50,10347,10349,10350,10351
50,50,151,152,51,10350,10352,10353,10354
51,51,152,153,52,10353,10355,10356,10357
52,52,153,154,53,10356,10358,10359,10360
53,53,154,155,54,10359,10361,10362,10363
54,54,155,156,55,10362,10364,10365,10366
55,55,156,157,56,10365,10367,10368,10369
56,56,157,158,57,10368,10370,10371,10372
57,57,158,159,58,10371,10373,10374,10375
58,58,159,160,59,10374,10376,10377,10378
59,59,160,161,60,10377,10379,10380,10381
60,60,161,162,61,10380,10382,10383,10384
61,61,162,163,62,10383,10385,10386,10387
62,62,163,164,63,10386,10388,10389,10390
63,63,164,165,64,10389,10391,10392,10393
64,64,165,166,65,10392,10394,10395,10396
65,65,166,167,66,10395,10397,10398,10399
66,66,167,168,67,10398,10400,10401,10402
67,67,168,169,68,10401,10403,10404,10405
68,68,169,170,69,10404,10406,10407,10408
69,69,170,171,70,10407,10409,10410,10411
70,70,171,172,71,10410,10412,10413,10414
71,71,172,173,72,10413,10415,10416,10417
72,72,173,174,73,10416,10418,10419,10420
73,73,174,175,74,10419,10421,10422,10423
74,74,175,176,75,10422,10424,10425,10426
75,75,176,177,76,10425,10427,10428,10429
76,76,177,178,77,10428,10430,10431,10432
77,77,178,179,78,10431,10433,10434,10435
78,78,179,180,79,10434,10436,10437,10438
79,79,180,181,80,10437,10439,10440,10441
80,80,181,182,81,10440,10442,10443,10444
81,81,182,183,82,10443,10445,10446,10447
82,82,183,184,83,10446,10448,10449,10450
83,83,184,185,84,10449,10451,10452,10453
84,84,185,186,85,10452,10454,10455,10456
85,85,186,187,86,10455,10457,10458,10459
86,86,187,188,87,10458,10460,10461,10462
87,87,188,189,88,10461,10463,10464,10465
88,88,189,190,89,10464,10466,10467,10468
89,89,190,191,90,10467,10469,10470,10471
90,90,191,192,91,10470,10472,10473,10474
91,91,192,193,92,10473,10475,10476,10477
92,92,193,194,93,10476,10478,10479,10480
93,93,194,195,94,10479,10481,10482,10483
94,94,195,196,95,10482,10484,10485,10486
95,95,196,197,96,10485,10487,10488,10489
96,96,197,198,97,10488,10490,10491,10492
97,97,198,199,98,10491,10493,10494,10495
98,98,199,200,99,10494,10496,10497,10498
99,99,200,201,100,10497,10499,10500,10501
100,101,202,203,102,10502,10503,10504,10202
101,102,203,204,103,10504,10505,10506,10205
102,103,204,205,104,10506,10507,10508,10208
103,104,205,206,105,10508,10509,10510,10211
104,105,206,207,106,10510,10511,10512,10214
105,106,207,208,107,10512,10513,10514,10217
106,107,208,209,108,10514,10515,10516,10220
107,108,209,210,109,10516,10517,10518,10223
108,109,210,211,110,10518,10519,10520,10226
109,110,211,212,111,10520,10521,10522,10229
110,111,212,213,112,10522,10523,10524,10232
111,112,213,214,113,10524,10525,10526,10235
112,113,214,215,114,10526,10527,10528,10238
113,114,215,216,115,10528,10529,10530,10241
114,115,216,217,116,10530,10531,10532,10244
115,116,217,218,117,10532,10533,10534,10247
116,117,218,219,118,10534,10535,10536,10250
117,118,219,220,119,10536,10537,10538,10253
118,119,220,221,120,10538,10539,10540,10256
119,120,221,222,121,10540,10541,10542,10259
120,121,222,223,122,10542,10543,10544,10262
121,122,223,224,123,10544,10545,10546,10265
122,123,224,225,124,10546,10547,10548,10268
123,124,225,226,125,10548,10549,10550,10271
124,125,226,227,126,10550,10551,10552,10274
125,126,227,228,127,10552,10553,10554,10277
126,127,228,229,128,10554,10555,10556,10280
127,128,229,230,129,10556,10557,10558,10283
128,129,230,231,130,10558,10559,10560,10286
129,130,231,232,131,10560,10561,10562,10289
130,131,232,233,132,10562,10563,10564,10292
131,132,233,234,133,10564,10565,10566,10295
132,133,234,235,134,10566,10567,10568,10298
133,134,235,236,135,10568,10569,10570,10301
134,135,236,237,136,10570,10571,10572,10304
135,136,237,238,137,10572,10573,10574,10307
136,137,238,239,138,10574,10575,10576,10310
137,138,239,240,139,10576,10577,10578,10313
138,139,240,241,140,10578,10579,10580,10316
139,140,241,242,141,10580,10581,10582,10319
140,141,242,243,142,10582,10583,10584,10322
141,142,243,244,143,10584,10585,10586,10325
142,143,244,245,144,10586,10587,10588,10328
143,144,245,246,145,10588,10589,10590,10331
144,145,246,247,146,10590,10591,10592,10334
145,146,247,248,147,10592,10593,10594,10337
146,147,248,249,148,10594,10595,10596,10340
147,148,249,250,149,10596,10597,10598,10343
148,149,250,251,150,10598,10599,10600,10346
149,150,251,252,151,10600,10601,10602,10349
150,151,252,253,152,10602,10603,10604,10352
151,152,253,254,153,10604,10605,10606,10355
152,153,254,255,154,10606,10607,10608,10358
153,154,255,256,155,10608,10609,10610,10361
154,155,256,257,156,10610,10611,10612,10364
155,156,257,258,157,10612,10613,10614,10367
156,157,258,259,158,10614,10615,10616,10370
157,158,259,260,159,10616,10617,10618,10373
158,159,260,261,160,10618,10619,10620,10376
159,160,261,262,161,10620,10621,10622,10379
160,161,262,263,162,10622,10623,10624,10382
161,162,263,264,163,10624,10625,10626,10385
162,163,264,265,164,10626,10627,10628,10388
163,164,265,266,165,10628,10629,10630,10391
164,165,266,267,166,10630,10631,10632,10394
165,166,267,268,167,10632,10633,10634,10397
166,167,268,269,168,10634,10635,10636,10400
167,168,269,270,169,10636,10637,10638,10403
168,169,270,271,170,10638,10639,10640,10406
169,170,271,272,171,10640,10641,10642,10409
170,171,272,273,172,10642,10643,10644,10412
171,172,273,274,173,10644,10645,10646,10415
172,173,274,275,174,10646,10647,10648,10418
173,174,275,276,175,10648,10649,10650,10421
174,175,276,277,176,10650,10651,10652,10424
175,176,277,278,177,10652,10653,10654,10427
176,177,278,279,178,10654,10655,10656,10430
177,178,279,280,179,10656,10657,10658,10433
