id
0,0,1,602,601,60701,60702,60703,60704
1,601,602,1203,1202,60703,60705,60706,60707
2,1202,1203,1804,1803,60706,60708,60709,60710
3,1803,1804,2405,2404,60709,60711,60712,60713
4,2404,2405,3006,3005,60712,60714,60715,60716
5,3005,3006,3607,3606,60715,60717,60718,60719
6,3606,3607,4208,4207,60718,60720,60721,60722
7,4207,4208,4809,4808,60721,60723,60724,60725
8,4808,4809,5410,5409,60724,60726,60727,60728
9,5409,5410,6011,6010,60727,60729,60730,60731
10,6010,6011,6612,6611,60730,60732,60733,60734
11,6611,6612,7213,7212,60733,60735,60736,60737
12,7212,7213,7814,7813,60736,60738,60739,60740
13,7813,7814,8415,8414,60739,60741,60742,60743
14,8414,8415,9016,9015,60742,60744,60745,60746
15,9015,9016,9617,9616,60745,60747,60748,60749
16,9616,9617,10218,10217,60748,60750,60751,60752
17,10217,10218,10819,10818,60751,60753,60754,60755
18,10818,10819,11420,11419,60754,60756,60757,60758
19,11419,11420,12021,12020,60757,60759,60760,60761
20,12020,12021,12622,12621,60760,60762,60763,60764
21,12621,12622,13223,13222,60763,60765,60766,60767
22,13222,13223,13824,13823,60766,60768,60769,60770
23,13823,13824,14425,14424,60769,60771,60772,60773
24,14424,14425,15026,15025,60772,60774,60775,60776
25,15025,15026,15627,15626,60775,60777,60778,60779
26,15626,15627,16228,16227,60778,60780,60781,60782
27,16227,16228,16829,16828,60781,60783,60784,60785
28,16828,16829,17430,17429,60784,60786,60787,60788
29,17429,17430,18031,18030,60787,60789,60790,60791
30,18030,18031,18632,18631,60790,60792,60793,60794
31,18631,18632,19233,19232,60793,60795,60796,60797
32,19232,19233,19834,19833,60796,60798,60799,60800
33,19833,19834,20435,20434,60799,60801,60802,60803
34,20434,20435,21036,21035,60802,60804,60805,60806
35,21035,21036,21637,21636,60805,60807,60808,60809
36,21636,21637,22238,22237,60808,60810,60811,60812
37,22237,22238,22839,22838,60811,60813,60814,60815
38,22838,22839,23440,23439,60814,60816,60817,60818
39,23439,23440,24041,24040,60817,60819,60820,60821
40,24040,24041,24642,24641,60820,60822,60823,60824
41,24641,24642,25243,25242,60823,60825,60826,60827
42,25242,25243,25844,25843,60826,60828,60829,60830
43,25843,25844,26445,26444,60829,60831,60832,60833
44,26444,26445,27046,27045,60832,60834,60835,60836
45,27045,27046,27647,27646,60835,60837,60838,60839
46,27646,27647,28248,28247,60838,60840,60841,60842
47,28247,28248,28849,28848,60841,60843,60844,60845
48,28848,28849,29450,29449,60844,60846,60847,60848
49,29449,29450,30051,30050,60847,60849,60850,60851
50,30050,30051,30652,30651,60850,60852,60853,60854
51,30651,30652,31253,31252,60853,60855,60856,60857
52,31252,31253,31854,31853,60856,60858,60859,60860
53,31853,31854,32455,32454,60859,60861,60862,60863
54,32454,32455,33056,33055,60862,60864,60865,60866
55,33055,33056,33657,33656,60865,60867,60868,60869
56,33656,33657,34258,34257,60868,60870,60871,60872
57,34257,34258,34859,34858,60871,60873,60874,60875
58,34858,34859,35460,35459,60874,60876,60877,60878
59,35459,35460,36061,36060,60877,60879,60880,60881
60,36060,36061,36662,36661,60880,60882,60883,60884
61,36661,36662,37263,37262,60883,60885,60886,60887
62,37262,37263,37864,37863,60886,60888,60889,60890
63,37863,37864,38465,38464,60889,60891,60892,60893
64,38464,38465,39066,39065,60892,60894,60895,60896
65,39065,39066,39667,39666,60895,60897,60898,60899
66,39666,39667,40268,40267,60898,60900,60901,60902
67,40267,40268,40869,40868,60901,60903,60904,60905
68,40868,40869,41470,41469,60904,60906,60907,60908
69,41469,41470,42071,42070,60907,60909,60910,60911
70,42070,42071,42672,42671,60910,60912,60913,60914
71,42671,42672,43273,43272,60913,60915,60916,60917
72,43272,43273,43874,43873,60916,60918,60919,60920
73,43873,43874,44475,44474,60919,60921,60922,60923
74,44474,44475,45076,45075,60922,60924,60925,60926
75,45075,45076,45677,45676,60925,60927,60928,60929
76,45676,45677,46278,46277,60928,60930,60931,60932
77,46277,46278,46879,46878,60931,60933,60934,60935
78,46878,46879,47480,47479,60934,60936,60937,60938
79,47479,47480,48081,48080,60937,60939,60940,60941
80,48080,48081,48682,48681,60940,60942,60943,60944
81,48681,48682,49283,49282,60943,60945,60946,60947
82,49282,49283,49884,49883,60946,60948,60949,60950
83,49883,49884,50485,50484,60949,60951,60952,60953
84,50484,50485,51086,51085,60952,60954,60955,60956
85,51085,51086,51687,51686,60955,60957,60958,60959
86,51686,51687,52288,52287,60958,60960,60961,60962
87,52287,52288,52889,52888,60961,60963,60964,60965
88,52888,52889,53490,53489,60964,60966,60967,60968
89,53489,53490,54091,54090,60967,60969,60970,60971
90,54090,54091,54692,54691,60970,60972,60973,60974
91,54691,54692,55293,55292,60973,60975,60976,60977
92,55292,55293,55894,55893,60976,60978,60979,60980
93,55893,55894,56495,56494,60979,60981,60982,60983
94,56494,56495,57096,57095,60982,60984,60985,60986
95,57095,57096,57697,57696,60985,60987,60988,60989
96,57696,57697,58298,58297,60988,60990,60991,60992
97,58297,58298,58899,58898,60991,60993,60994,60995
98,58898,58899,59500,59499,60994,60996,60997,60998
99,59499,59500,60101,60100,60997,60999,61000,61001
100,1,2,603,602,61002,61003,61004,60702
101,602,603,1204,1203,61004,61005,61006,60705
102,1203,1204,1805,1804,61006,61007,61008,60708
103,1804,1805,2406,2405,61008,61009,61010,60711
104,2405,2406,3007,3006,61010,61011,61012,60714
